"user_id","firstname","lastname","gender","iteminsession","session_id","length","level","location","artist","song"
"62","Connar","Moreno","M","2","218","271.38567","free","Houston-The Woodlands-Sugar Land, TX","Foo Fighters","The Pretender"
"62","Connar","Moreno","M","3","218","260.96281","free","Houston-The Woodlands-Sugar Land, TX","Plaid","Eyen [Chosen by fans on Warp20.net]"
"14","Theodore","Harris","M","1","462","208.71791","free","Red Bluff, CA","The Van Pelt","It's New To Me"
"26","Ryan","Smith","M","1","472","224.57424","free","San Jose-Sunnyvale-Santa Clara, CA","44","Make You Smile"
"16","Rylan","George","M","1","446","275.1473","free","Birmingham-Hoover, AL","Chris Brown","I May Never Find"
"26","Ryan","Smith","M","2","472","170.47465","free","San Jose-Sunnyvale-Santa Clara, CA","KT Tunstall","Black Horse And The Cherry Tree (Radio Version)"
"16","Rylan","George","M","2","446","184.39791","free","Birmingham-Hoover, AL","Cascada","Kids In America"
"26","Ryan","Smith","M","3","472","293.38077","free","San Jose-Sunnyvale-Santa Clara, CA","Incubus","Black Heart Inertia"
"80","Tegan","Levine","F","1","435","220.83873","paid","Portland-South Portland, ME","Miike Snow","Black & Blue"
"80","Tegan","Levine","F","2","435","208.92689","paid","Portland-South Portland, ME","Cartola","Sala De RecepÃÂ§ÃÂ£o"
"80","Tegan","Levine","F","3","435","70.68689","paid","Portland-South Portland, ME","Kill The Client","Commander In Thief"
"80","Tegan","Levine","F","5","435","175.82975","paid","Portland-South Portland, ME","Wolfmother","Woman"
"80","Tegan","Levine","F","6","435","231.73179","paid","Portland-South Portland, ME","Old Crow Medicine Show","Wagon Wheel"
"80","Tegan","Levine","F","7","435","173.73995","paid","Portland-South Portland, ME","Architecture In Helsinki","Debbie"
"80","Tegan","Levine","F","8","435","170.86649","paid","Portland-South Portland, ME","Charlie Louvin","I Think I'll Live"
"80","Tegan","Levine","F","9","435","270.78485","paid","Portland-South Portland, ME","Miguel Morales","La Derrota de Un Don Juan"
"80","Tegan","Levine","F","10","435","153.20771","paid","Portland-South Portland, ME","Dominique A","Le Courage Des Oiseaux"
"80","Tegan","Levine","F","11","435","203.25832","paid","Portland-South Portland, ME","Cock Sparrer","Run With The Blind"
"80","Tegan","Levine","F","12","435","165.74649","paid","Portland-South Portland, ME","Jimmy Wakely","I Love You So Much It Hurts"
"80","Tegan","Levine","F","13","435","217.02485","paid","Portland-South Portland, ME","Peter Doherty","A Little Death Around the Eyes"
"80","Tegan","Levine","F","14","435","246.41261","paid","Portland-South Portland, ME","Katy Perry","Thinking Of You"
"35","Molly","Taylor","F","0","464","260.62322","free","St. Louis, MO-IL","Sidewalk Prophets","You Love Me Anyway (Album)"
"35","Molly","Taylor","F","1","464","221.17832","free","St. Louis, MO-IL","Rise Against","Torches"
"35","Molly","Taylor","F","2","464","220.49914","free","St. Louis, MO-IL","K'Naan","Wavin'  Flag"
"26","Ryan","Smith","M","0","480","208.87465","free","San Jose-Sunnyvale-Santa Clara, CA","Patrick Jumpen","Holiday"
"26","Ryan","Smith","M","1","480","216.47628","free","San Jose-Sunnyvale-Santa Clara, CA","Alicia Keys","Empire State Of Mind (Part II) Broken Down"
"26","Ryan","Smith","M","0","873","405.28934","free","San Jose-Sunnyvale-Santa Clara, CA","The Future Sound of London","Papua New Guinea"
"26","Ryan","Smith","M","1","873","655.77751","free","San Jose-Sunnyvale-Santa Clara, CA","Harmonia","Sehr kosmisch"
"87","Dustin","Lee","M","7","86","311.11791","free","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","My Chemical Romance","Welcome To The Black Parade (Album Version)"
"88","Mohammad","Rodriguez","M","0","888","276.4273","paid","Sacramento--Roseville--Arden-Arcade, CA","Disturbing Tha Peace / Ludacris / Mystikal / I-20","Move Bitch"
"88","Mohammad","Rodriguez","M","1","888","185.99138","paid","Sacramento--Roseville--Arden-Arcade, CA","Carlos PaiÃÂ£o","Playback"
"88","Mohammad","Rodriguez","M","6","888","239.28118","paid","Sacramento--Roseville--Arden-Arcade, CA","Snowgoons","Show Love"
"88","Mohammad","Rodriguez","M","7","888","325.22404","paid","Sacramento--Roseville--Arden-Arcade, CA","Steve Miller","Born To Be Blue"
"88","Mohammad","Rodriguez","M","8","888","295.3922","paid","Sacramento--Roseville--Arden-Arcade, CA","Creed","My Sacrifice"
"88","Mohammad","Rodriguez","M","10","888","208.40444","paid","Sacramento--Roseville--Arden-Arcade, CA","Max Richter","Untitled (Figures)"
"88","Mohammad","Rodriguez","M","11","888","235.49342","paid","Sacramento--Roseville--Arden-Arcade, CA","Jason Mraz","Geek In The Pink (Album Version)"
"88","Mohammad","Rodriguez","M","12","888","139.67628","paid","Sacramento--Roseville--Arden-Arcade, CA","Betty Everett","You're No Good"
"88","Mohammad","Rodriguez","M","13","888","260.75383","paid","Sacramento--Roseville--Arden-Arcade, CA","Madonna","Beautiful Stranger"
"88","Mohammad","Rodriguez","M","14","888","246.54322","paid","Sacramento--Roseville--Arden-Arcade, CA","Theory Of A Deadman","Santa Monica"
"88","Mohammad","Rodriguez","M","15","888","203.80689","paid","Sacramento--Roseville--Arden-Arcade, CA","Chris Brown","Ain't No Way (You Won't Love Me)"
"88","Mohammad","Rodriguez","M","16","888","202.29179","paid","Sacramento--Roseville--Arden-Arcade, CA","Kansas","Dust in The Wind"
"88","Mohammad","Rodriguez","M","17","888","543.7122","paid","Sacramento--Roseville--Arden-Arcade, CA","Lacksley Castell","What A Great Day"
"88","Mohammad","Rodriguez","M","18","888","231.81016","paid","Sacramento--Roseville--Arden-Arcade, CA","The White Stripes","Seven Nation Army (Album Version)"
"88","Mohammad","Rodriguez","M","19","888","323.39546","paid","Sacramento--Roseville--Arden-Arcade, CA","Sophie B. Hawkins","Damn I Wish I Was Your Lover"
"88","Mohammad","Rodriguez","M","20","888","267.49342","paid","Sacramento--Roseville--Arden-Arcade, CA","Nik & Jay","En Dag Tilbage"
"88","Mohammad","Rodriguez","M","21","888","291.60444","paid","Sacramento--Roseville--Arden-Arcade, CA","Bobby McFerrin","Don't Worry Be Happy"
"88","Mohammad","Rodriguez","M","22","888","407.84934","paid","Sacramento--Roseville--Arden-Arcade, CA","Amon Amarth","Arson"
"88","Mohammad","Rodriguez","M","23","888","325.72036","paid","Sacramento--Roseville--Arden-Arcade, CA","Smif-n-Wessun","P.N.C. (LP Version)"
"29","Jacqueline","Lynch","F","1","709","266.47465","paid","Atlanta-Sandy Springs-Roswell, GA","Static-X","The Trance Is The Motion [Live]"
"88","Mohammad","Rodriguez","M","24","888","254.98077","paid","Sacramento--Roseville--Arden-Arcade, CA","Mystikal","Shake Ya Ass"
"29","Jacqueline","Lynch","F","2","709","208.24771","paid","Atlanta-Sandy Springs-Roswell, GA","CKY","All Power To Slaves"
"88","Mohammad","Rodriguez","M","25","888","396.12036","paid","Sacramento--Roseville--Arden-Arcade, CA","This is a Process of a Still Life","Constantly Under Surveillance"
"29","Jacqueline","Lynch","F","3","709","189.98812","paid","Atlanta-Sandy Springs-Roswell, GA","Vaselines","Sex Sux (Amen) (Album)"
"29","Jacqueline","Lynch","F","4","709","178.6771","paid","Atlanta-Sandy Springs-Roswell, GA","Thyrfing","Vargavinter"
"26","Ryan","Smith","M","1","896","259.63057","free","San Jose-Sunnyvale-Santa Clara, CA","Bersuit Vergarabat","La Flor De Mis Heridas"
"88","Mohammad","Rodriguez","M","26","888","226.53342","paid","Sacramento--Roseville--Arden-Arcade, CA","Jason Mraz","After An Afternoon (Eagles Ballroom Live Version)"
"29","Jacqueline","Lynch","F","5","709","275.87873","paid","Atlanta-Sandy Springs-Roswell, GA","TV On The Radio","Province"
"88","Mohammad","Rodriguez","M","27","888","35.81342","paid","Sacramento--Roseville--Arden-Arcade, CA","Mad Flava","Wax on Tha Belt (Baby G Gets Biz)"
"26","Ryan","Smith","M","2","896","203.15383","free","San Jose-Sunnyvale-Santa Clara, CA","Black Sheep","The Choice Is Yours"
"88","Mohammad","Rodriguez","M","28","888","234.65751","paid","Sacramento--Roseville--Arden-Arcade, CA","The Cars","Tonight She Comes (LP Version)"
"29","Jacqueline","Lynch","F","6","709","271.85587","paid","Atlanta-Sandy Springs-Roswell, GA","The Presets","Yippiyo-Ay"
"26","Ryan","Smith","M","3","896","377.15546","free","San Jose-Sunnyvale-Santa Clara, CA","Obk","Lucifer (The Final Combination Mix)"
"88","Mohammad","Rodriguez","M","29","888","275.87873","paid","Sacramento--Roseville--Arden-Arcade, CA","Cat Stevens","Sun / C79"
"88","Mohammad","Rodriguez","M","30","888","186.122","paid","Sacramento--Roseville--Arden-Arcade, CA","Bon Iver","Creature Fear"
"88","Mohammad","Rodriguez","M","31","888","249.20771","paid","Sacramento--Roseville--Arden-Arcade, CA","Lady GaGa","Monster"
"88","Mohammad","Rodriguez","M","32","888","255.81669","paid","Sacramento--Roseville--Arden-Arcade, CA","Vince Gill","Feels Like Love"
"88","Mohammad","Rodriguez","M","33","888","195.21261","paid","Sacramento--Roseville--Arden-Arcade, CA","Snow Patrol","Hands Open"
"88","Mohammad","Rodriguez","M","35","888","254.58893","paid","Sacramento--Roseville--Arden-Arcade, CA","The Randy Rogers Band","One More Goodbye"
"88","Mohammad","Rodriguez","M","36","888","193.17506","paid","Sacramento--Roseville--Arden-Arcade, CA","Joan Baez","Don't Cry For Me Argentina"
"88","Mohammad","Rodriguez","M","37","888","227.36934","paid","Sacramento--Roseville--Arden-Arcade, CA","Natalie","Turnin' Me On"
"88","Mohammad","Rodriguez","M","38","888","239.3073","paid","Sacramento--Roseville--Arden-Arcade, CA","Dwight Yoakam","You're The One"
"88","Mohammad","Rodriguez","M","39","888","276.92363","paid","Sacramento--Roseville--Arden-Arcade, CA","Blackalicious","Deception"
"88","Mohammad","Rodriguez","M","40","888","200.25424","paid","Sacramento--Roseville--Arden-Arcade, CA","The Knux","Bang! Bang!"
"88","Mohammad","Rodriguez","M","41","888","315.42812","paid","Sacramento--Roseville--Arden-Arcade, CA","Creedence Clearwater Revival","Born On The Bayou"
"88","Mohammad","Rodriguez","M","42","888","185.73016","paid","Sacramento--Roseville--Arden-Arcade, CA","Leon Russell","Act Naturally (Album Version)"
"88","Mohammad","Rodriguez","M","43","888","208.24771","paid","Sacramento--Roseville--Arden-Arcade, CA","Iration","Changed My Mind"
"88","Mohammad","Rodriguez","M","44","888","210.88608","paid","Sacramento--Roseville--Arden-Arcade, CA","Natiruts","Jamaica Roots II(Agora E Sempre)"
"88","Mohammad","Rodriguez","M","45","888","169.24689","paid","Sacramento--Roseville--Arden-Arcade, CA","The New Pornographers","From Blown Speakers"
"88","Mohammad","Rodriguez","M","46","888","287.97342","paid","Sacramento--Roseville--Arden-Arcade, CA","The Avett Brothers","Head Full Of Doubt/Road Full Of Promise"
"88","Mohammad","Rodriguez","M","47","888","203.20608","paid","Sacramento--Roseville--Arden-Arcade, CA","Dina Carroll","Someone Like You"
"88","Mohammad","Rodriguez","M","48","888","219.66322","paid","Sacramento--Roseville--Arden-Arcade, CA","Rush Of Fools","Holy One"
"88","Mohammad","Rodriguez","M","49","888","217.44281","paid","Sacramento--Roseville--Arden-Arcade, CA","Morten Abel","Lydia"
"88","Mohammad","Rodriguez","M","50","888","471.45751","paid","Sacramento--Roseville--Arden-Arcade, CA","Tomcraft","Loneliness"
"88","Mohammad","Rodriguez","M","51","888","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","BjÃÂ¶rk","Undo"
"88","Mohammad","Rodriguez","M","52","888","158.48444","paid","Sacramento--Roseville--Arden-Arcade, CA","JosÃÂ© Gonzalez","Heartbeats"
"80","Tegan","Levine","F","3","893","276.13995","paid","Portland-South Portland, ME","Ween","The Stallion"
"88","Mohammad","Rodriguez","M","53","888","284.86485","paid","Sacramento--Roseville--Arden-Arcade, CA","Eminem","The Real Slim Shady"
"80","Tegan","Levine","F","4","893","273.68444","paid","Portland-South Portland, ME","Robbie Dupree","If We Try Again"
"88","Mohammad","Rodriguez","M","56","888","186.80118","paid","Sacramento--Roseville--Arden-Arcade, CA","Natalie MacMaster","The E Flat Reel/The Recluse/James D Law/"
"80","Tegan","Levine","F","5","893","220.55138","paid","Portland-South Portland, ME","Jeremih","My Ride"
"88","Mohammad","Rodriguez","M","57","888","374.69995","paid","Sacramento--Roseville--Arden-Arcade, CA","The Dodos","Paint The Rust"
"80","Tegan","Levine","F","6","893","239.43791","paid","Portland-South Portland, ME","Kat DeLuna","Como Un SueÃÂ±o (Am I Dreaming)"
"88","Mohammad","Rodriguez","M","58","888","199.83628","paid","Sacramento--Roseville--Arden-Arcade, CA","The Format","Tie The Rope (Album Version)"
"80","Tegan","Levine","F","7","893","221.962","paid","Portland-South Portland, ME","Molotov Solution","Awakening"
"88","Mohammad","Rodriguez","M","59","888","216.39791","paid","Sacramento--Roseville--Arden-Arcade, CA","Smash Mouth","All Star"
"80","Tegan","Levine","F","8","893","259.26485","paid","Portland-South Portland, ME","And Then There Were None","Insozzz ..."
"69","Anabelle","Simpson","F","0","890","244.03546","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Lostprophets","Broken Hearts_ Torn Up Letters And The Story Of A Lonely Girl"
"80","Tegan","Levine","F","9","893","360.51546","paid","Portland-South Portland, ME","Philippe Rochard","Crumpshit"
"69","Anabelle","Simpson","F","1","890","247.92771","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Superlitio","Favorite Song"
"80","Tegan","Levine","F","10","893","260.77995","paid","Portland-South Portland, ME","The All-American Rejects","Your Star"
"69","Anabelle","Simpson","F","2","890","252.21179","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Alliance Ethnik","ReprÃÂ©sente"
"80","Tegan","Levine","F","11","893","522.762","paid","Portland-South Portland, ME","Turing Machine","Robotronic"
"80","Tegan","Levine","F","12","893","137.84771","paid","Portland-South Portland, ME","Mighty Terror & His Calypsonians","Calypso War"
"80","Tegan","Levine","F","13","893","341.75955","paid","Portland-South Portland, ME","Butterfingers","Words Vs Wisdom"
"80","Tegan","Levine","F","14","893","234.21342","paid","Portland-South Portland, ME","NB Ridaz","Tu Eres"
"68","Jordan","Rodriguez","F","0","843","226.76853","free","Los Angeles-Long Beach-Anaheim, CA","Shaggy / Ricardo Ducent","It Wasn't Me"
"80","Tegan","Levine","F","15","893","244.21832","paid","Portland-South Portland, ME","Michael BublÃÂ©","You'll Never Find Another Love Like Mine (Album Version)"
"80","Tegan","Levine","F","16","893","308.53179","paid","Portland-South Portland, ME","Silver Mt. Zion","Sit in the Middle of Three Galloping Dogs"
"80","Tegan","Levine","F","17","893","199.07873","paid","Portland-South Portland, ME","Copeland","Chin Up"
"80","Tegan","Levine","F","18","893","321.82812","paid","Portland-South Portland, ME","Red Hot Chili Peppers","Californication (Album Version)"
"80","Tegan","Levine","F","19","893","224.67873","paid","Portland-South Portland, ME","P.O.D.","The Reasons (Album Version)"
"80","Tegan","Levine","F","20","893","375.43138","paid","Portland-South Portland, ME","Richard Vission & Static Avanger Starring Luciana","I Like That"
"80","Tegan","Levine","F","21","893","241.94567","paid","Portland-South Portland, ME","After 7","Nights Like This"
"92","Ryann","Smith","F","0","825","184.0322","free","Palestine, TX","Ratatat","Nostrand"
"86","Aiden","Hess","M","0","892","332.12036","free","La Crosse-Onalaska, WI-MN","Sade","Cherish The Day"
"86","Aiden","Hess","M","1","892","417.01832","free","La Crosse-Onalaska, WI-MN","Elton John","Song For Guy"
"86","Aiden","Hess","M","2","892","111.80363","free","La Crosse-Onalaska, WI-MN","Lewis Black","Gamblers"
"80","Tegan","Levine","F","0","903","169.1424","paid","Portland-South Portland, ME","Acoustic Alchemy","Coffee With Manni"
"80","Tegan","Levine","F","1","903","295.70567","paid","Portland-South Portland, ME","Stryper","Lady"
"80","Tegan","Levine","F","2","903","348.57751","paid","Portland-South Portland, ME","BjÃÂ¶rk","Undo"
"80","Tegan","Levine","F","3","903","180.11383","paid","Portland-South Portland, ME","Plain White T S","Please Don't Do This (Album)"
"80","Tegan","Levine","F","4","903","173.76608","paid","Portland-South Portland, ME","Blink-182","Feeling This"
"23","Morris","Gilmore","M","0","841","248.58077","free","Raleigh, NC","Eminem","Just Lose It"
"80","Tegan","Levine","F","6","903","337.76281","paid","Portland-South Portland, ME","Original Love","Kokoro - Angel Heart (album mix)"
"80","Tegan","Levine","F","7","903","258.40281","paid","Portland-South Portland, ME","BarlowGirl","Beautiful Ending (Album)"
"80","Tegan","Levine","F","8","903","105.1424","paid","Portland-South Portland, ME","Me First And The Gimme Gimmes","Phantom Of The Opera"
"13","Ava","Robinson","F","0","422","302.602","free","London, KY","George Michael","Careless Whisper"
"80","Tegan","Levine","F","9","903","272.50893","paid","Portland-South Portland, ME","Easy Star All-Stars","Lucy in the Sky With Diamonds (feat. Frankie Paul)"
"80","Tegan","Levine","F","10","903","181.7073","paid","Portland-South Portland, ME","Linda Ronstadt","Birds"
"80","Tegan","Levine","F","11","903","258.55955","paid","Portland-South Portland, ME","Florence + The Machine","Cosmic Love"
"80","Tegan","Levine","F","12","903","241.52771","paid","Portland-South Portland, ME","Deftones","Sextape (Album Version)"
"95","Sara","Johnson","F","1","564","223.7122","paid","Winston-Salem, NC","Los Concorde","No Usemos Ropa Hoy"
"80","Tegan","Levine","F","13","903","201.32526","paid","Portland-South Portland, ME","Early Man","Fight"
"80","Tegan","Levine","F","14","903","134.47791","paid","Portland-South Portland, ME","Frumpies","Fuck Kitty"
"95","Sara","Johnson","F","2","564","250.53995","paid","Winston-Salem, NC","Robben Ford","Talk To Your Daughter (Album Version)"
"67","Colm","Santana","M","0","807","52.00934","free","Nashville-Davidson--Murfreesboro--Franklin, TN","Loreena McKennitt","To The Fairies They Draw Near"
"80","Tegan","Levine","F","15","903","361.27302","paid","Portland-South Portland, ME","LeÃÂ³n Gieco","Los Salieris De Charly"
"67","Colm","Santana","M","1","807","336.74404","free","Nashville-Davidson--Murfreesboro--Franklin, TN","J. Karjalainen & Mustat Lasit","Sinisten tÃÂ¤htien alla"
"95","Sara","Johnson","F","3","564","125.20444","paid","Winston-Salem, NC","Yeah Yeah Yeahs","Yeah! New York"
"95","Sara","Johnson","F","4","564","237.13914","paid","Winston-Salem, NC","3 Doors Down","Here Without You"
"80","Tegan","Levine","F","16","903","221.6224","paid","Portland-South Portland, ME","The Clash","Rock The Casbah"
"67","Colm","Santana","M","2","807","230.21669","free","Nashville-Davidson--Murfreesboro--Franklin, TN","Freddie Bruno","Updated & Still Hated (The Ball Point Composer Album Version)"
"95","Sara","Johnson","F","5","564","146.15465","paid","Winston-Salem, NC","Elliott Smith","Everything Means Nothing To Me"
"80","Tegan","Levine","F","17","903","259.29098","paid","Portland-South Portland, ME","Panic At The Disco","Behind The Sea [Live In Chicago]"
"67","Colm","Santana","M","3","807","294.1122","free","Nashville-Davidson--Murfreesboro--Franklin, TN","Coldplay","Fix You"
"95","Sara","Johnson","F","6","564","222.04036","paid","Winston-Salem, NC","Colt Ford","Dirt Road Anthem (feat. Brantley Gilbert)"
"80","Tegan","Levine","F","18","903","208.43057","paid","Portland-South Portland, ME","City And Colour","What Makes A Man"
"95","Sara","Johnson","F","7","564","280.24118","paid","Winston-Salem, NC","Cocorosie","R.I.P. Burn Face"
"73","Jacob","Klein","M","0","692","266.86649","paid","Tampa-St. Petersburg-Clearwater, FL","Foolish Things","Who Can Compare"
"67","Colm","Santana","M","4","807","220.9171","free","Nashville-Davidson--Murfreesboro--Franklin, TN","Katrina & The Waves","Walking On Sunshine"
"80","Tegan","Levine","F","19","903","204.14649","paid","Portland-South Portland, ME","Tricky","Something in the Way (Album version)"
"95","Sara","Johnson","F","8","564","215.17016","paid","Winston-Salem, NC","Moose","Uptown Invisible"
"73","Jacob","Klein","M","1","692","211.33016","paid","Tampa-St. Petersburg-Clearwater, FL","Melissa Horn","SÃÂ¤g ingenting till mig"
"80","Tegan","Levine","F","20","903","396.12036","paid","Portland-South Portland, ME","Fergie","Wake Up"
"95","Sara","Johnson","F","9","564","160.54812","paid","Winston-Salem, NC","Terrorvision","Glad All Over"
"73","Jacob","Klein","M","3","692","291.47383","paid","Tampa-St. Petersburg-Clearwater, FL","David Phelps","What A Meeting In The Air (Atlanta Homecoming Album Version)"
"95","Sara","Johnson","F","10","564","287.65995","paid","Winston-Salem, NC","The Kills","No Wow"
"80","Tegan","Levine","F","21","903","301.68771","paid","Portland-South Portland, ME","Lionel Richie","Don't Wanna Lose You"
"73","Jacob","Klein","M","4","692","271.49016","paid","Tampa-St. Petersburg-Clearwater, FL","The Rolling Stones","Angie (1993 Digital Remaster)"
"95","Sara","Johnson","F","11","564","246.96118","paid","Winston-Salem, NC","Radiohead","Pulk/Pull Revolving Doors"
"73","Jacob","Klein","M","5","692","36.33587","paid","Tampa-St. Petersburg-Clearwater, FL","Rufio","Raining in September"
"80","Tegan","Levine","F","22","903","254.95465","paid","Portland-South Portland, ME","Bajaga & Instruktori","Godine prolaze"
"73","Jacob","Klein","M","6","692","229.35465","paid","Tampa-St. Petersburg-Clearwater, FL","Drowning Pool","Reason I'm Alive (Explicit)"
"95","Sara","Johnson","F","12","564","266.47465","paid","Winston-Salem, NC","The Postal Service","Such Great Heights"
"73","Jacob","Klein","M","7","692","296.95955","paid","Tampa-St. Petersburg-Clearwater, FL","Kid Rock","All Summer Long (Album Version)"
"80","Tegan","Levine","F","23","903","290.89914","paid","Portland-South Portland, ME","Tears For Fears","Shout"
"95","Sara","Johnson","F","13","564","337.91955","paid","Winston-Salem, NC","Christopher O'Riley","paranoid android"
"73","Jacob","Klein","M","8","692","114.31138","paid","Tampa-St. Petersburg-Clearwater, FL","Panic At The Disco","Folkin' Around [Live In Chicago]"
"80","Tegan","Levine","F","24","903","595.56526","paid","Portland-South Portland, ME","Deadmau5 & Kaskade","I Remember"
"73","Jacob","Klein","M","9","692","234.31791","paid","Tampa-St. Petersburg-Clearwater, FL","Eagles","What Do I Do With My Heart"
"95","Sara","Johnson","F","14","564","311.27465","paid","Winston-Salem, NC","Coldplay","The Scientist"
"73","Jacob","Klein","M","10","692","336.74404","paid","Tampa-St. Petersburg-Clearwater, FL","J. Karjalainen & Mustat Lasit","Sinisten tÃÂ¤htien alla"
"95","Sara","Johnson","F","15","564","220.81261","paid","Winston-Salem, NC","Amaral","Concorde"
"73","Jacob","Klein","M","11","692","137.482","paid","Tampa-St. Petersburg-Clearwater, FL","Flight Of The Conchords","Boom (Album Version)"
"95","Sara","Johnson","F","16","564","198.08608","paid","Winston-Salem, NC","The Buggles","Video Killed The Radio Star"
"73","Jacob","Klein","M","12","692","144.95302","paid","Tampa-St. Petersburg-Clearwater, FL","59 Times the Pain","Found Home"
"95","Sara","Johnson","F","17","564","201.01179","paid","Winston-Salem, NC","Rise Against","Roadside"
"73","Jacob","Klein","M","13","692","277.15873","paid","Tampa-St. Petersburg-Clearwater, FL","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)"
"95","Sara","Johnson","F","18","564","236.09424","paid","Winston-Salem, NC","Five Iron Frenzy","Canada"
"73","Jacob","Klein","M","14","692","181.60281","paid","Tampa-St. Petersburg-Clearwater, FL","Wu-Tang Clan","Cash Still Rules/Scary Hours (still don't nothing move but the money)"
"95","Sara","Johnson","F","19","564","265.84771","paid","Winston-Salem, NC","The Killers","Uncle Jonny"
"73","Jacob","Klein","M","15","692","219.81995","paid","Tampa-St. Petersburg-Clearwater, FL","The Strokes","Reptilia"
"95","Sara","Johnson","F","20","564","181.26322","paid","Winston-Salem, NC","Lily Allen","Littlest Things"
"73","Jacob","Klein","M","16","692","160.36526","paid","Tampa-St. Petersburg-Clearwater, FL","Danger Doom","Old School Rules (Album Version)"
"95","Sara","Johnson","F","21","564","215.09179","paid","Winston-Salem, NC","RinÃÂ´ÃÂ§ÃÂ©rÃÂ´se / Mark Gardener","Where You From?"
"73","Jacob","Klein","M","17","692","213.99465","paid","Tampa-St. Petersburg-Clearwater, FL","Sonicflood","I Could Sing Of Your Love Forever"
"95","Sara","Johnson","F","22","564","231.26159","paid","Winston-Salem, NC","Kings Of Leon","Use Somebody"
"73","Jacob","Klein","M","18","692","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","Huey Lewis And The News","Stuck With You"
"95","Sara","Johnson","F","28","564","306.31138","paid","Winston-Salem, NC","Edward Sharpe & The Magnetic Zeros","Home"
"73","Jacob","Klein","M","19","692","302.13179","paid","Tampa-St. Petersburg-Clearwater, FL","Stefano Prada feat. Mike Marfurt","Jack Explode"
"95","Sara","Johnson","F","29","564","209.52771","paid","Winston-Salem, NC","Modest Mouse","Float On"
"73","Jacob","Klein","M","20","692","239.98649","paid","Tampa-St. Petersburg-Clearwater, FL","Wilco","Jesus_ Etc."
"95","Sara","Johnson","F","30","564","299.96363","paid","Winston-Salem, NC","Sting","This Cowboy Song"
"73","Jacob","Klein","M","21","692","246.59546","paid","Tampa-St. Petersburg-Clearwater, FL","Anis","Swing Javanaise"
"95","Sara","Johnson","F","31","564","224.67873","paid","Winston-Salem, NC","OneRepublic","Secrets"
"73","Jacob","Klein","M","22","692","209.81506","paid","Tampa-St. Petersburg-Clearwater, FL","Beastie Boys","Intergalactic"
"95","Sara","Johnson","F","32","564","151.97995","paid","Winston-Salem, NC","Kiss the Anus of a Black Cat","Prelude (""The World is In Fear Again and It Has All Been Manufactured"")"
"73","Jacob","Klein","M","23","692","213.55057","paid","Tampa-St. Petersburg-Clearwater, FL","Paulina Rubio","Nada De Ti"
"95","Sara","Johnson","F","33","564","136.69832","paid","Winston-Salem, NC","Arcade Fire","Neon Bible"
"73","Jacob","Klein","M","24","692","245.52444","paid","Tampa-St. Petersburg-Clearwater, FL","A Fine Frenzy","Think Of You"
"95","Sara","Johnson","F","34","564","227.34322","paid","Winston-Salem, NC","Kid Cudi","Up Up & Away"
"73","Jacob","Klein","M","25","692","179.40853","paid","Tampa-St. Petersburg-Clearwater, FL","Katy Perry","I Kissed A Girl"
"95","Sara","Johnson","F","35","564","253.88363","paid","Winston-Salem, NC","Michael BublÃÂ©","Moondance (Album Version)"
"73","Jacob","Klein","M","26","692","257.43628","paid","Tampa-St. Petersburg-Clearwater, FL","Culture Beat","Mr Vain"
"95","Sara","Johnson","F","36","564","221.64853","paid","Winston-Salem, NC","Vampire Weekend","Walcott (Album)"
"73","Jacob","Klein","M","27","692","339.27791","paid","Tampa-St. Petersburg-Clearwater, FL","Metro Area","Orange Alert (DFA Remix)"
"95","Sara","Johnson","F","37","564","219.66322","paid","Winston-Salem, NC","Florence + The Machine","Dog Days Are Over (Radio Edit)"
"95","Sara","Johnson","F","38","564","289.30567","paid","Winston-Salem, NC","Karnivool","Roquefort (with Empire Horns)"
"73","Jacob","Klein","M","28","692","250.06975","paid","Tampa-St. Petersburg-Clearwater, FL","Ryan Adams","Sylvia Plath"
"95","Sara","Johnson","F","39","564","215.09179","paid","Winston-Salem, NC","Paramore","When It Rains (Album Version)"
"73","Jacob","Klein","M","29","692","234.26567","paid","Tampa-St. Petersburg-Clearwater, FL","Ray J","Let's Play House"
"95","Sara","Johnson","F","40","564","199.67955","paid","Winston-Salem, NC","Hoobastank","Never Saw It Coming"
"73","Jacob","Klein","M","30","692","206.05342","paid","Tampa-St. Petersburg-Clearwater, FL","Cosmo Vitelli","Robot Soul (Radio Edit)"
"95","Sara","Johnson","F","41","564","164.04853","paid","Winston-Salem, NC","The Clash","Hateful"
"73","Jacob","Klein","M","31","692","238.13179","paid","Tampa-St. Petersburg-Clearwater, FL","We Came As Romans"," I Will Not Reap Destruction"
"95","Sara","Johnson","F","42","564","249.86077","paid","Winston-Salem, NC","Faith No More","Last Cup Of Sorrow"
"73","Jacob","Klein","M","32","692","134.37342","paid","Tampa-St. Petersburg-Clearwater, FL","Lesley Gore","It's My Party"
